axiomatic,자명한(=self-evident),"In science, it's not {axiomatic} that older theories will always be replaced by new ones; some remain relevant for centuries."
disturb,"방해하다, 흩뜨리다, 불안하게 만들다",The loud noise from the construction site {disturbed} the peaceful afternoon.
disturb,"방해하다, 흩뜨리다, 불안하게 만들다",The sudden changes in weather patterns have {disturbed} the natural habitat of many animals.
disturb,"방해하다, 흩뜨리다, 불안하게 만들다",The news of the accident deeply {disturbed} everyone in the community.
aberration,"일탈, 일탈적인 행동[일]",His outburst of anger was an {aberration} from his usual calm demeanor.
aberration,"일탈, 일탈적인 행동[일]","Her recent poor performance was an {aberration}, as she usually excels in her work."
aberration,"일탈, 일탈적인 행동[일]","The experiment's unexpected results were initially thought to be an {aberration}, but later confirmed as accurate."
usurp,"빼앗다, 찬탈하다, 강탈하다",The general attempted to {usurp} the throne by leading a coup against the king.
usurp,"빼앗다, 찬탈하다, 강탈하다",His ambition was to {usurp} power from the rightful leader and install himself as ruler.
usurp,"빼앗다, 찬탈하다, 강탈하다",The rebels sought to {usurp} control of the government through force.
permanent,영구[영속]적인,"The tattoo is {permanent}, so be sure it's something you really want."
permanent,영구[영속]적인,She finally found a {permanent} job after years of working short-term contracts.
permanent,영구[영속]적인,"The damage caused by the fire was {permanent}, and the building had to be demolished."
convulsive,"경련성인, 발작적인","Her sobbing became {convulsive}, shaking her body uncontrollably."
convulsive,"경련성인, 발작적인",The earthquake caused {convulsive} tremors that rattled the buildings for several minutes.
convulsive,"경련성인, 발작적인",The stock market went through {convulsive} changes after the unexpected announcement.
compose,~을 구성하다,The committee is {composed} of members from different departments.
compose,~을 구성하다,The novel is {composed} of several interconnected stories.
compose,~을 구성하다,Several different elements {compose} the structure of this complex system.
execute,"실행[수행]하다, 처형[사형]하다",The team worked hard to {execute} the project plan on time.
execute,"실행[수행]하다, 처형[사형]하다",The general was ordered to {execute} the military strategy at dawn.
execute,"실행[수행]하다, 처형[사형]하다",He was sentenced to death and would be {executed} the following week.
mandate,"지시, 명령 / 지시하다, 명령하다",The court's ruling will {mandate} changes in the company’s hiring practices.
mandate,"지시, 명령 / 지시하다, 명령하다",The new policy was {mandated} by the board of directors to improve workplace safety.
mandate,"지시, 명령 / 지시하다, 명령하다",International organizations often {mandate} standards for environmental protection in global agreements.
issue,"발표[공표]하다, 발부[지급/교부]하다",The government will {issue} a statement later today regarding the new policy
issue,"발표[공표]하다, 발부[지급/교부]하다",The school will {issue} guidelines for the upcoming event to ensure safety.
issue,"발표[공표]하다, 발부[지급/교부]하다",The police {issued} a warning to drivers about icy road conditions.
penetrate,"관통하다, 침투하다",The company is trying to {penetrate} new markets in Asia.
penetrate,"관통하다, 침투하다",The bullet failed to {penetrate} the armor of the vehicle.
penetrate,"관통하다, 침투하다","Her words {penetrated} his mind, making him reconsider his decision."
prevailing,"우세한, 지배적인",The {prevailing} opinion among experts is that climate change needs immediate action.
prevailing,"우세한, 지배적인",The {prevailing} winds in the region make it ideal for wind farms.
prevailing,"우세한, 지배적인","Given the {prevailing} economic conditions, many businesses are hesitant to invest in new ventures due to uncertainty in the market."
compel A to 동사,A에세 ~할 것을 강요하다,"The harsh working conditions {compelled} many employees to speak out against the company, demanding better treatment."
compel A to 동사,A에세 ~할 것을 강요하다,Financial difficulties {compelled} the family to sell their home and downsize to a smaller apartment.
compel A to 동사,A에세 ~할 것을 강요하다,"The school’s new policy {compelled} students to wear uniforms, despite some initial resistance from parents."
encroachment,"침해, 잠식",The {encroachment} of urban development into rural areas is threatening the natural habitat of many species.
encroachment,"침해, 잠식",The {encroachment} of privacy by invasive technologies has become a major concern in the digital age.
encroachment,"침해, 잠식",The government’s new laws were seen as an {encroachment} on individual freedoms and sparked widespread protests.
indispensable,"없어서는 안 될, 필수적인","Her leadership skills have made her an {indispensable} member of the team, especially during critical projects."
indispensable,"없어서는 안 될, 필수적인","In today’s digital world, a stable internet connection is {indispensable} for most businesses to operate efficiently."
indispensable,"없어서는 안 될, 필수적인","Water is {indispensable} for all living organisms; without it, life cannot exist."
despotism,폭정,"The country suffered under decades of {despotism}, where a single ruler held absolute power and suppressed all forms of dissent."
despotism,폭정,The fall of the monarchy marked the end of {despotism} and the beginning of a more democratic era for the nation.
despotism,폭정,"The citizens lived in fear under the {despotism} of the dictator, where any opposition was brutally crushed."
yoke,"멍에, 굴레",The country fought for decades to free itself from the {yoke} of colonial rule.
yoke,"멍에, 굴레",She felt like her demanding job was a {yoke} that kept her from pursuing her true passions.
yoke,"멍에, 굴레",The revolution aimed to break the {yoke} of tyranny and restore power to the people.
subsist,"근근이 살아가다[먹고살다], 존속되다, 유효하다","Many refugees are {subsisting} in temporary shelters, relying on aid to survive."
subsist,"근근이 살아가다[먹고살다], 존속되다, 유효하다","In the early days of human civilization, people were {subsisting} through hunting and gathering."
subsist,"근근이 살아가다[먹고살다], 존속되다, 유효하다","The company's policy on remote work is still {subsisting}, even after the pandemic restrictions were lifted."
salutary,"유익한, 효과가 좋은","The teacher’s strict discipline had a {salutary} effect on the students, improving both their behavior and academic performance."
salutary,"유익한, 효과가 좋은","Although the feedback was harsh, it was {salutary} and ultimately helped him improve his work."
salutary,"유익한, 효과가 좋은","The crisis, though difficult, had a {salutary} effect by forcing the company to innovate and become more efficient."
instigate," 부추기다, 선동하다, 실시[착수]하게 하다",They were accused of trying to {instigate} a rebellion against the government.
instigate," 부추기다, 선동하다, 실시[착수]하게 하다",The rival company was suspected of {instigating} the smear campaign to damage their competitor’s reputation.
instigate," 부추기다, 선동하다, 실시[착수]하게 하다",Her persistent complaints eventually {instigated} a formal investigation into the matter.
undertake,착수하다,The company decided to {undertake} a major project to revamp its entire product line.
undertake,착수하다,"She promised to {undertake} the task of training new employees, despite her busy schedule."
undertake,착수하다,The government is set to {undertake} reforms aimed at improving the education system.
amenable,"말을 잘 듣는, ~을 잘 받아들이는 ","The manager was {amenable} to suggestions for improving the workflow, welcoming ideas from the team."
amenable,"말을 잘 듣는, ~을 잘 받아들이는 ","His condition is {amenable} to treatment, and the doctors are optimistic about his recovery."
amenable,"말을 잘 듣는, ~을 잘 받아들이는 ",The company is {amenable} to changes in policy if they align with employee needs.
adhere to 명사,~을 고수하다[충실히 지키다],All employees must {adhere to} the company’s code of conduct to maintain a professional work environment.
adhere to 명사,~을 고수하다[충실히 지키다],The scientist made sure to {adhere to} the strict guidelines of the experiment to ensure accurate results.
adhere to 명사,~을 고수하다[충실히 지키다],Students are expected to {adhere to} the school rules at all times.
invoke,"들먹이다[적용하다], 불러일으키다","During the debate, he tried to {invoke} the Constitution to support his argument."
invoke,"들먹이다[적용하다], 불러일으키다","In times of crisis, leaders often {invoke} a sense of national unity to bring people together."
invoke,"들먹이다[적용하다], 불러일으키다",He attempted to {invoke} nostalgia by mentioning shared memories during his speech.
forbear,참다[삼가다],"Despite the provocation, he chose to {forbear} from responding in anger."
forbear,참다[삼가다],"The judge decided to {forbear} issuing a sentence immediately, allowing for more evidence to be presented."
forbear,참다[삼가다],"She had to {forbear} from making any comments during the meeting, though she strongly disagreed."
remonstrate with,"항의하다, 고언을 하다",The employees {remonstrated with} their manager over the unfair working conditions.
remonstrate with,"항의하다, 고언을 하다","She {remonstrated with} her friend, urging him to reconsider his reckless decision."
remonstrate with,"항의하다, 고언을 하다",The teacher {remonstrated with} the student for constantly disrupting the class.
entreat,간청[애원]하다,She {entreated} her parents to let her attend the summer camp with her friends.
entreat,간청[애원]하다,"He {entreated} his boss for an extension on the deadline, explaining his difficult situation."
entreat,간청[애원]하다,"They {entreated} the audience to donate to the charity, emphasizing the importance of their cause."
deter A from B,"A가 B하지 못하도록 하다, 단념시키다, 그만두게 하다",The heavy fines are meant to {deter} people from littering in public spaces.
deter A from B,"A가 B하지 못하도록 하다, 단념시키다, 그만두게 하다",She didn't let fear of failure {deter} her from pursuing her dreams.
deter A from B,"A가 B하지 못하도록 하다, 단념시키다, 그만두게 하다",Many people were {deterred} from attending the event due to the bad weather.
sovereign,"자주적인, 독립된, 최고[절대]권력을 지닌","As a {sovereign} nation, the country has the right to govern itself without interference from others."
sovereign,"자주적인, 독립된, 최고[절대]권력을 지닌",The {sovereign} power of the government allows it to make decisions independently of outside influence.
sovereign,"자주적인, 독립된, 최고[절대]권력을 지닌",Many countries gained their {sovereign} status after years of colonization and struggle for independence.
authorize,"재가하다, 권한을 부여하다",The government {authorized} the construction of a new highway to improve transportation in the region.
authorize,"재가하다, 권한을 부여하다",The manager has been {authorized} to approve all budget changes for the project.
authorize,"재가하다, 권한을 부여하다",Only licensed personnel are {authorized} to handle sensitive documents within the company.
disapprobation,반감,The plan to cut funding for education led to public {disapprobation} and protests.
disapprobation,반감,"Despite the {disapprobation} of his peers, he continued to pursue his controversial ideas."
disapprobation,반감,Her unconventional behavior often drew {disapprobation} from the more conservative members of society.
beneficence,"선행, 은혜, 자선",His {beneficence} was evident in the numerous scholarships he funded for underprivileged students.
beneficence,"선행, 은혜, 자선","Her acts of {beneficence} made a lasting impact on the community, earning her widespread respect."
beneficence,"선행, 은혜, 자선","In many cultures, acts of {beneficence} are seen as a moral duty to help those less fortunate."
interpose,"덧붙이다, 끼어 들다, (두 사람, 물건 사이에) 두다, 넣다",He quickly {interposed} a remark to clarify the misunderstanding between his colleagues.
interpose,"덧붙이다, 끼어 들다, (두 사람, 물건 사이에) 두다, 넣다",The teacher {interpose}d herself between the two students to prevent a fight.
interpose,"덧붙이다, 끼어 들다, (두 사람, 물건 사이에) 두다, 넣다","During the heated argument, she tried to {interpose} herself as a mediator to calm things down."
expediency,편의성,"For the sake of {expediency}, the company chose to implement the quickest solution, even though it wasn’t the most sustainable."
expediency,편의성,Political leaders often have to balance between moral principles and the {expediency} of practical decisions.
expediency,편의성,"The plan's {expediency} was questioned, as it seemed focused more on immediate results than on future stability."
discretion,"재량(권), 신중함",You can trust her to handle the confidential information with the utmost {discretion}.
discretion,"재량(권), 신중함",He used his {discretion} to choose the best course of action during the crisis.
discretion,"재량(권), 신중함",Parents should use their {discretion} when deciding what content is appropriate for their children to watch.
preclude,"~하지 못하게 하다, 불가능하게 하다",Heavy rainfall {precluded} any possibility of holding the event outdoors.
preclude,"~하지 못하게 하다, 불가능하게 하다",Her busy schedule {precludes} her from attending the conference this year.
preclude,"~하지 못하게 하다, 불가능하게 하다",The treaty's strict terms {preclude} either nation from deploying additional troops in the region.
rigidly,엄격하게,"The school {rigidly} enforces its dress code, allowing no exceptions for students."
rigidly,엄격하게,"The rules were {rigidly} applied, with no flexibility allowed for individual circumstances."
rigidly,엄격하게,"She {rigidly} stuck to her daily routine, refusing to make any changes despite the challenges."
admit of,"~의 여지가 있다, ~을 허용하다",His explanation {admits of} no further interpretation; it’s quite clear.
admit of,"~의 여지가 있다, ~을 허용하다","The evidence {admits of} only one conclusion, making the case straightforward."
admit of,"~의 여지가 있다, ~을 허용하다",The complex situation does not {admit of} an easy solution.
accountable,책임이 있는,"As a leader, she is {accountable} for the success or failure of the project."
accountable,책임이 있는,Employees are held {accountable} for meeting their targets and delivering results.
accountable,책임이 있는,He was found {accountable} for the mistakes made during the financial audit.
consciousness,"의식, 자각, 생각","After the accident, he briefly lost {consciousness} but regained it a few minutes later."
consciousness,"의식, 자각, 생각",Her {consciousness} of the challenges ahead made her more determined to succeed.
consciousness,"의식, 자각, 생각",The artist’s work aimed to elevate the {consciousness} of the audience about global poverty.
conscience,양심,"His {conscience} wouldn’t allow him to lie, so he told the truth even though it was difficult."
conscience,양심,"Despite the pressure from his peers, his {conscience} guided him to make the right decision."
conscience,양심,She couldn’t enjoy the money because her {conscience} kept reminding her that it was earned dishonestly.
rest on,~에 기초하다,The success of the project will {rest on} how well the team collaborates.
rest on,~에 기초하다,His hopes for promotion {rest on} the outcome of the upcoming evaluation.
rest on,~에 기초하다,The validity of his argument {rests on} accurate data and evidence.
speculative,"추측에 근거한, 뭔가를 헤아려 보려는 듯한","His theory about life on other planets is purely {speculative}, with no concrete evidence to support it."
speculative,"추측에 근거한, 뭔가를 헤아려 보려는 듯한",The media’s {speculative} reports about the celebrity’s personal life have caused unnecessary rumors.
speculative,"추측에 근거한, 뭔가를 헤아려 보려는 듯한","Buying property in that area is a {speculative} move, as the market is very unpredictable."
comprehensive,"포괄적인, 종합적인","She provided a {comprehensive} explanation of the topic, covering all key aspects in detail."
comprehensive,"포괄적인, 종합적인",The {comprehensive} guidebook includes everything you need to know about traveling through Europe.
comprehensive,"포괄적인, 종합적인","The report offered a {comprehensive} analysis of the market trends, leaving no area unexplored."
